channel_id,channel_name,channel_description,channel_created_date,channel_subscribers,channel_views,channel_videos,channel_playlist_id
UC3P-tn_Mk1V_KE8M2On8F2w,Divide Music,"Official channel of artist Divide Music. All songs available to purchase/stream on iTunes, Spotify, Google Play etc.",2016-08-20,316000,174170258,174,UU3P-tn_Mk1V_KE8M2On8F2w
